lsoa_code,lsoa_name_1,lsoa_name_2,middle_layer_super_output_area_msoa_code,middle_layer_super_output_area_msoa_name,local_authority_la_code,local_authority_la_name,rural_urban,rural_urban_classification,built_up_area_bua_code,built_up_area_bua_name,economic_region_economic_action_plan_area_eap_code,number_of_children_0_to_5_2020,number_of_births_2020_to_mothers_24_and_under_years,number_of_births_2020_to_mothers_25_to_34_years,number_of_births_2020_to_mothers_35_and_over_years,total_number_of_births_2020,population_2020_all_ages,birth_rate_per_1000_2020,number_of_births_2019_to_mothers_24_and_under_years,number_of_births_2019_to_mothers_25_to_34_years,number_of_births_2019_to_mothers_35_and_over_years,total_number_of_births_2019,population_2019_all_ages,birth_rate_per_1000_2019,number_of_births_2018_to_mothers_24_and_under_years,number_of_births_2018_to_mothers_25_to_34_years,number_of_births_2018_to_mothers_35_and_over_years,total_number_of_births_2018,population_2018_all_ages,birth_rate_per_1000_2018,number_of_births_2017_to_mothers_24_and_under_years,number_of_births_2017_to_mothers_25_to_34_years,number_of_births_2017_to_mothers_35_and_over_years,total_number_of_births_2017,population_2017_all_ages,birth_rate_per_1000_2017,wimd_decile,wimd_income_deprivation_count_0_to_4,wimd_income_domain_deciles,wimd_income_domain_people_in_income_deprivation_percentage,wimd_employment_domain_deciles,wimd_employment_domain_working_age_people_in_employment_deprivation_percentage,wimd_health_domain_deciles,wimd_health_domain_gp_recorded_chronic_condition_rate_per_100,wimd_health_domain_limiting_long_term_illness_rate_per_100,"wimd_health_domain_premature_death_rate_per_100,000",wimd_health_domain_gp_recorded_mental_health_condition_rate_per_100,"wimd_health_domain_cancer_incidence_rate_per_100,000",wimd_health_domain_low_birth_weight_live_single_births_less_than_2.5kg_percentage,wimd_health_domain_children_aged_4_to_5_who_are_obese_percentage,wimd_education_domain_deciles,wimd_education_domain_foundation_phase_average_point_score,wimd_education_domain_key_stage_2_average_point_score,wimd_education_domain_key_stage_4_average_point_score,wimd_education_domain_repeat_absenteeism_percentage,wimd_education_domain_key_stage_4_leavers_entering_higher_education_percentage,wimd_education_domain_adults_aged_25_to_64_with_no_qualifications_percentage,wimd_access_to_services_domain_deciles,wimd_access_to_services_domain_percentage_unavailability_of_broadband_at_30mb_s,wimd_access_to_services_domain_average_public_return_travel_time_to_a_pharmacy_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_food_shop_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_gp_surgery_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_post_office_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_primary_school_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_public_library_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_sports_facility_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_secondary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_pharmacy_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_food_shop_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_gp_surgery_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_post_office_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_primary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_public_library_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_sports_facility_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_secondary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_petrol_station_mins,wimd_housing_domain_deciles,wimd_housing_domain_people_in_overcrowded_households_percentage,wimd_housing_domain_likelihood_of_poor_quality_housing_percentage,wimd_housing_domain_likelihood_of_housing_containing_serious_hazards_percentage,wimd_housing_domain_likelihood_of_housing_being_in_disrepair_percentage,wimd_physical_environment_domain_deciles,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_no2,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_particulates__less_than_10_microm,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_particulates_less_than_2_point_5_micro_m,wimd_physical_environment_domain_households_at_risk_of_flooding_score,wimd_physical_environment_domain_proximity_to_accessible_natural_green_space_score_percentage_of_households,wimd_physical_environment_domain_ambient_green_space_score,wimd_community_safety_domain_deciles,wimd_community_safety_domain_police_recorded_criminal_damage_rate_per_100,wimd_community_safety_domain_police_recorded_violent_crime_rate_per_100,wimd_community_safety_domain_anti_social_behaviour_rate_per_100,wimd_community_safety_domain_police_recorded_burglary_rate_per_100,wimd_community_safety_domain_police_recorded_theft_rate_per_100,wimd_community_safety_domain_fire_incidences_rate_per_100,change_birth_rates_18to20,change_birth_rates_17to20,mean_fpp_score,mean_fpp_score_rounded,fpp_mean_difference,fpp_performance
W01000162,Llansannan,Conwy 014C,W02000040,Conwy 014,W06000003,Conwy,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000001,102,1,9,2,12,1977,6.07,1,7,9,17,1956,8.69,2,7,7,16,1983,8.07,2,11,8,21,1989,10.56,6,9.35,8,9,8,5,9,10.6,19.4,305.8,17.8,537,4.3,,7,101,89,126,4.2,35.7,14.6,1,52.3,169,161,140,139,123,167,180,172,26,20,12,10,8,27,29,29,22,2,5.14,36.7,34.7,4.6,10,3.7,7.1,4.8,17.9,60.7,0.469,9,0.29,1.48,0.94,,,0.25,Other,Other,104.5767196,105,-3.576719577,Other
W01000163,Llysfaen 1,Conwy 009E,W02000035,Conwy 009,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000120,Colwyn Bay BUASD,WXX000001,128,7,10,2,19,1451,13.09,6,10,1,17,1404,12.11,6,6,4,16,1394,11.48,4,12,0,16,1364,11.73,2,53.5,1,36,2,17,4,14.7,27.2,395.7,29.4,554.6,7.2,,2,101,82,107,9.6,17,26.7,2,5.4,27,23,30,29,23,43,44,41,7,4,7,7,3,17,13,12,9,1,14.29,22.9,21.8,3,10,7.2,9.3,5.8,6,93.8,0.31,3,1.43,4.44,2.96,0.84,,0.4,Consistently increasing,Increasing (2018-20),102.0890052,102,-1.089005236,Other
W01000164,Llysfaen 2,Conwy 009F,W02000035,Conwy 009,W06000003,Conwy,Rural,Small Town and Fringe (Less Sparse),Small,Dispersed (not in a BUA),WXX000001,107,2,8,3,13,1400,9.29,3,4,4,11,1391,7.91,3,13,7,23,1424,16.15,1,11,4,16,1427,11.21,7,22,6,12,8,6,8,11.6,17.9,361.9,23.9,591.8,5.2,,4,103,83,108,5,29.5,14.2,7,2.6,35,20,37,20,26,51,53,51,11,3,11,3,3,16,17,16,9,3,8.04,19.4,18.2,1.6,10,5.7,8.9,5.7,7.1,94.3,0.318,8,0.37,2.16,1.4,,,,Other,Other,105.3403141,105,-2.340314136,Other
W01000165,Marl 1,Conwy 006C,W02000032,Conwy 006,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000142,Llandudno Junction BUASD,WXX000001,82,2,6,1,9,2019,4.46,2,6,3,11,2033,5.41,2,5,5,12,2017,5.95,1,7,6,14,2034,6.88,10,7.1,10,5,9,4,10,10.7,15.1,242.6,18.9,620.4,2.9,,9,103,87,124,1.2,53.9,9.9,8,1.7,29,25,29,30,26,34,30,41,6,4,6,7,4,9,6,10,7,9,2.02,14.9,13.4,3.1,10,8.1,8.1,5.5,13.9,100,0.266,7,0.79,1.36,1.53,0.81,0.35,,Consistently decreasing,Decreasing (2017-20),108.0789474,108,-5.078947368,Other
W01000166,Marl 2,Conwy 006D,W02000032,Conwy 006,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000142,Llandudno Junction BUASD,WXX000001,215,5,18,4,27,2759,9.79,3,30,4,37,2690,13.75,5,20,6,31,2671,11.61,8,24,9,41,2688,15.25,6,36.72,6,13,7,7,5,15,21.5,448.9,22.8,607.6,3.7,,4,104,86,107,4.2,29.6,18.9,4,3.3,28,26,28,29,32,35,31,44,5,4,5,5,6,9,6,10,7,6,4.13,17.9,15.8,2.8,7,7.7,8.2,5.5,32.8,99.8,0.279,5,1.04,2.2,2.92,0.88,0.23,,Other,Other,104.5767196,105,-0.576719577,Other
W01000167,Mochdre,Conwy 011C,W02000037,Conwy 011,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000120,Colwyn Bay BUASD,WXX000001,134,5,10,2,17,1999,8.5,5,18,5,28,1999,14.01,2,16,4,22,2015,10.92,8,19,3,30,1996,15.03,4,41.31,3,20,4,12,4,14.6,22.9,533,25.1,616.2,5.5,,2,99,84,103,9.3,33,22.8,7,0.6,29,21,29,20,22,32,43,40,6,3,6,3,2,12,10,14,8,3,7.55,17.1,15.5,2.9,8,8,8.5,5.5,22.3,55.6,0.308,4,1.13,3.52,2.75,0.84,,0.25,Other,Other,103.2931937,103,-4.293193717,Underperforming
W01000168,Mostyn (Conwy) 1,Conwy 002B,W02000028,Conwy 002,W06000003,Conwy,Urban,Large Town (Less Sparse),W37000243,Llandudno BUA,WXX000001,110,2,11,2,15,1814,8.27,2,11,3,16,1820,8.79,8,15,1,24,1840,13.04,5,13,5,23,1787,12.87,4,44.85,3,22,3,14,5,15.3,19.7,421.1,27.8,665.7,6.7,,3,105,85,105,6.7,33.3,23.3,5,0,30,17,24,25,20,31,35,32,7,1,3,3,2,7,4,6,8,3,7.72,19.7,17.7,3.6,6,5.6,7.4,5.1,37.7,93.5,0.184,4,1.23,3.42,2.88,0.79,0.36,0.42,Consistently decreasing,Decreasing (2018-20),103.2931937,103,1.706806283,Other
W01000169,Mostyn (Conwy) 2,Conwy 001D,W02000027,Conwy 001,W06000003,Conwy,Urban,Large Town (Less Sparse),W37000243,Llandudno BUA,WXX000001,86,3,6,3,12,1956,6.13,3,7,1,11,1966,5.6,2,6,1,9,1991,4.52,4,15,2,21,2001,10.49,3,10.95,4,18,3,15,4,14.5,24.8,629,22.5,647.4,2.8,,6,103,90,112,4,48.8,19.5,4,0,23,19,25,25,20,23,31,35,4,2,4,5,2,4,5,6,6,2,8.52,25.5,23.2,4.7,4,6.9,7.6,5.1,58.8,91.7,0.189,2,1.78,5.76,6.77,1.14,0.49,0.47,Consistently increasing,Increasing (2018-20),102.7225131,103,0.277486911,Other
W01000170,Pandy,Conwy 013C,W02000039,Conwy 013,W06000003,Conwy,Rural,Small Town and Fringe (Less Sparse),W37000346,Llanfairfechan BUA,WXX000001,95,2,10,5,17,1885,9.02,4,10,2,16,1863,8.59,1,7,1,9,1881,4.78,2,10,1,13,1902,6.83,8,22,7,11,7,7,8,11,18.4,377.2,21,491.8,5.5,,7,105,88,120,4,39.6,14.1,5,8.6,40,27,36,27,28,26,78,80,6,5,6,5,4,5,27,27,15,5,4.25,22.2,19.8,4.2,10,5.4,7.5,5.1,4.7,89.5,0.221,6,0.98,1.75,1.84,0.57,,0.24,Consistently increasing,Increasing (2018-20),106.3036649,106,-1.303664921,Other
W01000171,Pant-yr-afon/Penmaenan 1,Conwy 013D,W02000039,Conwy 013,W06000003,Conwy,Rural,Small Town and Fringe (Less Sparse),W37000096,Penmaenmawr BUA,WXX000001,62,5,6,1,12,1481,8.1,1,5,4,10,1490,6.71,5,6,1,12,1509,7.95,4,7,3,14,1493,9.38,6,14.03,4,17,3,14,7,13.4,21,361.5,23.6,586,0.9,,7,103,91,125,3.2,32.9,15.6,7,0.7,20,20,44,43,24,22,65,51,2,2,12,15,3,2,17,17,5,7,3.43,16.3,15.2,3.5,3,5.6,7.3,4.9,64.1,98.8,0.346,6,0.83,2.78,1.73,,,,Other,Other,104.5767196,105,-1.576719577,Other
W01000172,Pant-yr-afon/Penmaenan 2,Conwy 013E,W02000039,Conwy 013,W06000003,Conwy,Rural,Small Town and Fringe (Less Sparse),W37000096,Penmaenmawr BUA,WXX000001,82,3,4,3,10,1195,8.37,7,12,2,21,1179,17.81,4,10,4,18,1197,15.04,5,8,4,17,1214,14,3,32.34,3,24,3,13,3,16,25,535.6,24.8,873,5.3,,4,103,89,114,6.1,24.5,19.3,4,4.2,21,21,41,39,30,21,64,50,4,3,11,14,6,3,18,18,6,3,5.69,28.2,26,6.1,9,6.5,7.6,5.1,24.3,100,0.324,2,1.84,4.12,3.52,0.63,,,Other,Other,102.7225131,103,0.277486911,Other
W01000173,Penrhyn 1,Conwy 003B,W02000029,Conwy 003,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000083,Penrhyn Bay BUASD,WXX000001,77,3,7,3,13,1523,8.54,2,6,5,13,1501,8.66,1,10,10,21,1506,13.94,2,10,2,14,1504,9.31,9,4.62,9,6,10,3,9,10.4,15.6,314.5,20.2,594.8,8.7,,9,105,88,126,2,55,7.1,2,28.8,60,59,62,66,58,66,71,58,6,5,6,7,5,7,9,5,6,6,3.09,23.5,21.6,3.8,10,5.7,7.9,5.3,7.8,77.5,0.314,7,0.72,1.98,1.36,,,0.3,Consistently decreasing,Decreasing (2018-20),107.0104712,107,-2.010471204,Other
W01000174,Penrhyn 2,Conwy 003C,W02000029,Conwy 003,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000083,Penrhyn Bay BUASD,WXX000001,86,1,8,1,10,1724,5.8,1,14,7,22,1715,12.83,1,9,2,12,1702,7.05,5,7,1,13,1697,7.66,10,10.2,10,5,9,4,10,9.3,17.2,272.6,21.2,653.5,6.9,,8,104,90,130,3.5,50,9.7,10,5,22,19,23,23,29,24,31,40,3,2,3,3,4,3,6,5,2,8,2.89,15.6,14.2,2.6,10,5.6,7.9,5.3,2.1,88.6,0.237,10,,1.1,0.66,,,,Other,Other,108.0789474,108,-4.078947368,Other
W01000175,Penrhyn 3,Conwy 003D,W02000029,Conwy 003,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000083,Penrhyn Bay BUASD,WXX000001,56,0,6,1,7,1628,4.3,0,1,0,1,1601,0.62,0,5,1,6,1606,3.74,0,3,2,5,1596,3.13,10,4.56,10,5,10,4,10,9.1,17.3,229.9,20.2,591.9,7.6,,8,98,88,131,2.3,50,9.7,8,18.5,24,20,26,25,32,25,33,48,4,2,4,3,4,3,6,5,3,9,2.21,12.5,11.3,1.6,10,5.4,7.7,5.2,12.9,81.3,0.242,10,,1.49,0.81,0.59,,,Other,Other,108.0789474,108,-10.07894737,Other
W01000176,Pensarn 1,Conwy 011D,W02000037,Conwy 011,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000142,Llandudno Junction BUASD,WXX000001,148,8,8,3,19,1831,10.38,11,16,1,28,1775,15.77,2,16,5,23,1743,13.2,7,12,2,21,1732,12.12,4,33.35,4,18,5,10,4,14.3,22.2,582.9,25,755.2,3.8,,3,99,83,113,7.3,25,19.3,9,0.1,21,19,21,20,30,38,28,47,2,2,2,2,7,9,6,12,6,3,6.35,20.8,18.8,4.4,7,9,8.3,5.5,31.9,100,0.24,3,1.4,3.3,4.32,1.09,0.36,,Other,Other,103.2931937,103,-4.293193717,Underperforming
W01000177,Pensarn 2,Conwy 011E,W02000037,Conwy 011,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000142,Llandudno Junction BUASD,WXX000001,100,1,11,3,15,1375,10.91,3,13,0,16,1302,12.29,0,14,2,16,1271,12.59,4,9,2,15,1232,12.18,7,24.32,5,14,7,7,7,14.6,18,344,22.8,547.6,4.5,,6,104,86,118,4.2,39.8,15.8,3,4.8,36,32,36,34,29,51,46,66,6,5,6,5,6,12,8,12,6,5,5.66,15.4,14.5,2.2,10,8.2,8.6,5.6,5.5,83.9,0.269,6,0.79,2.54,1.75,,0.47,,Consistently decreasing,Decreasing (2018-20),105.3403141,105,-1.340314136,Other
W01000178,Pentre Mawr 1,Conwy 010E,W02000036,Conwy 010,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000117,Abergele BUASD,WXX000001,134,8,12,6,26,1890,13.76,7,18,2,27,1862,14.5,13,12,2,27,1875,14.4,6,9,0,15,1868,8.03,2,48.38,2,30,2,18,2,16,25.4,602.9,34.3,682.3,4.9,,3,104,85,110,6.3,24.5,23.3,6,0.1,23,19,24,26,22,26,23,22,5,2,8,4,3,5,5,6,4,4,6.98,14.9,13.1,2.7,6,8.7,8.9,6,41.3,100,0.262,2,1.95,7.59,,1.63,0.53,0.43,Other,Other,102.0890052,102,1.910994764,Other
W01000179,Pentre Mawr 2,Conwy 010F,W02000036,Conwy 010,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000117,Abergele BUASD,WXX000001,86,2,12,2,16,1851,8.64,3,3,0,6,1699,3.53,0,4,0,4,1697,2.36,1,4,5,10,1720,5.81,9,1.34,8,8,7,7,7,12.4,20.5,303.6,24.1,532.3,3,,7,104,87,124,2.4,33.4,18.5,7,0,27,26,27,29,35,27,37,44,4,4,6,5,7,3,9,9,7,8,3.09,14.2,12.6,1.3,8,8,8.3,5.6,19,48.8,0.257,7,0.7,1.77,,1.09,,,Consistently increasing,Increasing (2018-20),107.0104712,107,-3.010471204,Other
W01000180,Rhiw 1,Conwy 008C,W02000034,Conwy 008,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000120,Colwyn Bay BUASD,WXX000001,63,0,7,2,9,1625,5.54,0,2,3,5,1612,3.1,0,2,1,3,1620,1.85,0,7,0,7,1632,4.29,10,3,10,5,8,6,9,10.3,16.8,373,16.8,544.5,3,,10,109,95,128,2.5,59.1,12,7,6,41,29,43,31,32,45,80,58,7,4,8,5,4,10,9,10,10,10,2.69,10.7,10.2,1.9,10,6.3,7.7,5.2,2.1,47.5,0.367,7,0.6,1.92,1.02,1.04,,,Consistently increasing,Increasing (2018-20),108.0789474,108,0.921052632,Other
W01000181,Rhiw 2,Conwy 008D,W02000034,Conwy 008,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000120,Colwyn Bay BUASD,WXX000001,112,0,9,4,13,1506,8.63,1,10,6,17,1458,11.66,2,10,3,15,1466,10.23,0,11,3,14,1451,9.65,10,9.12,9,7,9,5,9,11.3,15,362.5,21,520,2.5,,9,106,88,128,1.4,62.1,9.6,10,0.2,33,20,33,20,20,38,88,52,8,3,8,4,2,11,10,11,11,10,1.29,7.6,7.2,0.5,10,6.1,7.7,5.2,2.1,72.4,0.312,9,0.5,1.34,0.84,,,,Other,Other,108.0789474,108,-2.078947368,Other
W01000182,Rhiw 3,Conwy 007D,W02000033,Conwy 007,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000120,Colwyn Bay BUASD,WXX000001,57,9,5,1,15,1898,7.9,9,8,7,24,1920,12.5,7,9,3,19,1876,10.13,9,12,4,25,1923,13,2,42.77,2,29,1,27,3,14.4,25.3,647.4,28.6,604.5,7.1,,4,102,85,116,7.4,38.8,19.3,8,1,19,18,21,20,22,24,31,29,2,2,5,3,3,4,7,7,7,4,4.18,25.8,23.4,5.3,10,11.6,8.5,5.7,6.4,96.5,0.229,1,2.18,6.77,7.75,1.2,0.53,0.31,Other,Other,102.0890052,102,-0.089005236,Other
W01000183,Rhiw 4,Conwy 008E,W02000034,Conwy 008,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000120,Colwyn Bay BUASD,WXX000001,54,4,5,2,11,1497,7.35,1,5,0,6,1500,4,1,2,2,5,1503,3.33,2,6,1,9,1530,5.88,7,5.25,6,14,6,9,7,13.4,21,380.4,22.8,642.3,3.7,,8,109,89,132,4.4,54.8,17,10,0.5,21,20,22,20,22,23,33,32,2,3,3,2,4,5,8,9,8,3,4.99,27.3,25,5,10,10.2,8.4,5.7,2.1,87.1,0.308,4,1.03,3.63,2.81,1.18,0.44,,Consistently increasing,Increasing (2018-20),105.3403141,105,3.659685864,Other
W01000184,Towyn,Conwy 005E,W02000031,Conwy 005,W06000003,Conwy,Urban,Large Town (Less Sparse),W38000010,Kinmel Bay BUASD,WXX000001,97,4,8,2,14,2289,6.12,4,8,2,14,2319,6.04,11,8,5,24,2322,10.34,7,8,4,19,2368,8.02,3,36.72,3,22,3,14,2,17.5,27.3,513.1,31.3,703.2,6.9,,3,104,83,113,7.6,27,31.4,5,1.8,24,23,35,26,54,35,60,70,3,3,9,3,7,11,9,15,10,8,5.51,10.5,9.7,1.5,2,6.1,8.3,5.5,70.5,45.6,0.242,2,1.75,7.5,,6.17,1.36,0.38,Other,Other,102.7225131,103,1.277486911,Other
W01000185,Trefriw,Conwy 015E,W02000041,Conwy 015,W06000003,Conwy,Rural,Village Hamlet and Isolated Dwellings (Sparse),Small,Dispersed (not in a BUA),WXX000001,77,1,7,5,13,1247,10.43,0,7,2,9,1284,7.01,1,5,1,7,1280,5.47,1,8,0,9,1257,7.16,7,10.92,6,12,7,7,8,11.7,20.4,331.3,24.8,515.5,1.8,,6,100,83,130,3,32.1,13.6,1,14.8,53,51,59,34,46,65,79,76,17,16,18,5,9,18,16,23,20,5,3.18,27.4,25.3,4.5,8,3.5,6.6,4.4,29.2,86.4,0.402,9,,2.05,1.51,,,,Consistently increasing,Increasing (2018-20),105.3403141,105,-5.340314136,Other
W01000186,Tudno 1,Conwy 001E,W02000027,Conwy 001,W06000003,Conwy,Urban,Large Town (Less Sparse),W37000243,Llandudno BUA,WXX000001,86,7,5,2,14,1759,7.96,5,3,1,9,1781,5.05,1,6,2,9,1761,5.11,6,9,3,18,1761,10.22,2,43.6,3,24,3,15,2,17.8,25,679.2,28.1,718.2,4.8,,2,101,87,104,7.7,23,22.9,4,3.2,20,20,24,26,20,29,22,24,3,2,3,5,2,8,3,3,3,5,8.57,11.2,10.2,2.2,4,7.1,7.8,5.2,53.6,100,0.182,1,2.77,9.35,9.18,1.23,1.1,0.27,Other,Other,102.0890052,102,-1.089005236,Other
W01000187,Tudno 2,Conwy 002C,W02000028,Conwy 002,W06000003,Conwy,Urban,Large Town (Less Sparse),W37000243,Llandudno BUA,WXX000001,106,9,9,3,21,1607,13.07,9,12,0,21,1598,13.14,3,14,1,18,1600,11.25,11,14,3,28,1609,17.4,1,52.2,1,38,1,23,1,19.8,29.3,738.4,33.7,785.5,6.1,,2,99,85,104,9,21.4,29.1,3,0.1,27,19,29,31,21,35,21,21,7,2,6,6,4,10,2,4,6,6,11.53,8.3,7.5,0.9,7,6.9,7.7,5.2,35.7,87.5,0.211,1,2.83,8.86,9.29,1.68,0.36,,Other,Other,100.5078534,101,-1.507853403,Other
W01000188,Tudno 3,Conwy 002D,W02000028,Conwy 002,W06000003,Conwy,Urban,Large Town (Less Sparse),W37000243,Llandudno BUA,WXX000001,89,1,11,4,16,1711,9.35,3,7,1,11,1680,6.55,2,8,3,13,1686,7.71,2,13,2,17,1692,10.05,8,16,7,11,7,8,8,12.5,19.1,253.9,23.1,558.4,1.7,,7,108,87,126,4.2,40,15.5,5,0,30,24,32,36,24,38,23,29,6,4,6,7,3,11,3,5,6,9,3.51,10.8,9.4,1.6,8,6.6,7.7,5.2,27.9,92,0.263,6,0.92,2.16,2.19,0.64,,,Other,Other,106.3036649,106,1.696335079,Other
W01000189,Uwch Conwy,Conwy 015F,W02000041,Conwy 015,W06000003,Conwy,Rural,Village Hamlet and Isolated Dwellings (Sparse),Small,Dispersed (not in a BUA),WXX000001,87,1,14,4,19,1454,13.07,2,5,3,10,1430,6.99,1,6,5,12,1415,8.48,3,7,5,15,1378,10.89,5,8.68,8,9,8,5,10,11.5,16.5,228.4,15.5,505.6,3.8,,8,109,88,123,2.4,33.5,11.5,1,53.4,154,124,146,115,80,156,163,152,30,16,24,18,7,29,25,29,18,1,6.1,47.6,44.3,6.7,8,3.2,6.6,4.4,30.2,66.7,0.444,9,0.48,1.03,0.69,,,,Other,Other,103.6368421,104,5.363157895,Outperforming
W01000190,Uwchaled,Conwy 014D,W02000040,Conwy 014,W06000003,Conwy,Rural,Village Hamlet and Isolated Dwellings (Sparse),Small,Dispersed (not in a BUA),WXX000001,92,1,9,3,13,1455,8.93,2,11,3,16,1426,11.22,0,7,1,8,1406,5.69,2,6,4,12,1414,8.49,7,1.89,8,8,9,5,9,12.5,17.8,254.2,12.5,484.7,4.8,,9,104,90,131,1.8,48.4,13.4,1,38.3,140,110,113,102,120,113,173,180,32,9,10,9,8,10,31,35,10,2,4.04,40.1,37.5,5.3,9,3.1,6.9,4.7,20.9,52.7,0.303,9,0.5,0.88,0.64,0.95,,0.32,Other,Other,105.3403141,105,-1.340314136,Other
W01000191,Bodelwyddan,Denbighshire 009A,W02000050,Denbighshire 009,W06000004,Denbighshire,Rural,Small Town and Fringe (Less Sparse),Small,Dispersed (not in a BUA),WXX000001,177,6,17,7,30,2189,13.7,4,12,5,21,2168,9.69,1,17,6,24,2194,10.94,8,19,7,34,2202,15.44,6,26.88,6,13,6,9,5,15.5,21.2,369.6,25.8,564.1,5.6,,5,103,87,113,6.5,35.3,16.6,5,5.3,29,28,51,30,29,46,60,54,3,3,14,4,4,13,14,15,5,5,7.28,12.8,11.6,1.9,9,7.9,9.1,5.8,14.3,81.4,0.248,2,2.14,6.87,,0.87,0.33,0.45,Other,Other,104.5767196,105,-1.576719577,Other
W01000192,Corwen 1,Denbighshire 016A,W02000057,Denbighshire 016,W06000004,Denbighshire,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000001,53,1,2,1,4,1035,3.86,1,5,2,8,1057,7.57,1,7,4,12,1064,11.28,1,3,0,4,1055,3.79,5,7.04,7,11,6,8,8,11.2,17.9,273.4,21.3,578.9,7.5,,8,105,87,139,2,24.9,19.2,1,49.1,68,61,70,58,62,69,101,95,13,5,14,4,7,13,12,31,6,1,5.41,44.4,42.2,4.6,6,3.5,7.6,5.2,42.9,82,0.321,6,0.76,1.77,1.04,0.95,,1.09,Consistently decreasing,Decreasing (2018-20),103.6368421,104,1.363157895,Other
W01000193,Corwen 2,Denbighshire 015A,W02000056,Denbighshire 015,W06000004,Denbighshire,Rural,Village Hamlet and Isolated Dwellings (Sparse),Small,Dispersed (not in a BUA),WXX000001,67,2,6,0,8,1319,6.07,3,6,6,15,1304,11.5,2,4,2,8,1281,6.25,4,4,4,12,1346,8.92,4,22.44,5,15,6,8,5,15.9,18.9,441.5,24.4,694.3,9,,3,100,86,114,6.3,18.6,20.9,2,10.5,43,43,47,43,50,44,61,96,5,5,6,5,5,5,6,36,12,3,4.58,30.6,27.6,4.5,2,4,7.8,5.3,76,81.2,0.283,6,0.82,3.41,1.34,0.81,,,Other,Other,103.2931937,103,-3.293193717,Other
W01000194,Denbigh Central,Denbighshire 011A,W02000052,Denbighshire 011,W06000004,Denbighshire,Rural,Small Town and Fringe (Less Sparse),W37000138,Denbigh BUA,WXX000001,130,9,10,2,21,2112,9.94,9,10,4,23,2102,10.94,9,14,5,28,2043,13.71,7,9,2,18,2042,8.81,4,31.8,4,19,2,16,3,15.1,23.8,543.2,31.9,689.5,7.9,,6,108,88,119,5.4,26.1,16.1,10,0.6,18,19,20,21,23,20,30,26,2,2,2,3,4,3,5,5,3,2,6.03,31.2,28.4,6,10,5.6,9.9,5.9,11.1,79.2,0.305,2,1.77,5.44,6.01,2.34,0.24,0.29,Consistently decreasing,Decreasing (2018-20),103.2931937,103,4.706806283,Outperforming
W01000195,Denbigh Lower 1,Denbighshire 012A,W02000053,Denbighshire 012,W06000004,Denbighshire,Rural,Small Town and Fringe (Less Sparse),W37000138,Denbigh BUA,WXX000001,76,2,7,1,10,1455,6.87,3,8,5,16,1435,11.15,2,6,1,9,1433,6.28,3,9,0,12,1418,8.46,10,5.04,10,5,10,4,9,11.8,16.7,206,23.4,668.3,2.8,,9,109,92,121,1.2,37.5,8.3,10,0,24,20,24,25,29,27,29,27,7,2,7,5,3,8,4,3,6,10,1.89,11.3,10.2,1.8,8,5.1,8.8,5.7,23.4,59.7,0.334,10,,1.06,0.58,0.67,,,Other,Other,108.0789474,108,0.921052632,Other
